id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,l4,l5,l6,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,currency,price_period,title,description,property_type,operation_type
3duI0zF6yp752itToacY1Q==,Propiedad,01/12/2019,27/06/2020,01/12/2019,-31622434,-6071429,Argentina,Santa Fe,Santa Fe,,,,6,4,1,126,147,,,Mensual,"Venta de Casa con 4 dormitorios, cochera y patio","Corredor Responsable: Caroline Hogner - CCI Sta Fe N 0042Contacto: Noemi Maniscalco - MLS ID # 261053-171Caroline Högner CCI Santa Fe Mat N°0042<br><br><br><br>Casa en Venta. Desarrollada en 2 plantas: posee 4 dormitorios, baño, toilette, patio y cochera. Losa en toda la propiedad. Todos los servicios instalados y funcionando.<br>En Planta Baja: 1 dormitorio, toilette, distribuidor-escritorio, cocina, comedor, cochera, patio y lavadero.<br>En Planta Alta: 3 dormitorios, baño, vestidor y terraza.<br>A metros de Av. López y Planes. Zona residencial, cercana al Polideportivo de Jerárquicos, Escuelas, Comercios, Banco, Supermercado. Trasporte público.<br>Condicionada a compra, puede aceptar propiedad más chica en la zona.",Casa,Venta
udvBIwS9IPyyJ6LvLGcbMw==,Propiedad,01/12/2019,01/10/2020,01/12/2019,-31615052,-60683198,Argentina,Santa Fe,Santa Fe,,,,9,4,2,3087,305,,,Mensual,Ma Selva Casa + Dpto + 8 cocheras en un solo lote,"Corredor Responsable: Caroline Hogner - CCI Sta Fe N 0042Contacto: Martin Cafferatto - MLS ID # 261107-156Caroline Högner CCI Santa Fe Mat N°0042<br><br><br>Sobre el lote en regimen de propiedad horizontal (PH) sin subdivisiones se emplazan dos viviendas y por su pasillo lateral norte y al fondo de la parcela, lindando con el contrafrente de la propiedad se encuentra un galpón con destino a depósito o para ocho (8) cocheras.<br>La primer propiedad al frente distribuida en dos plantas de la cual en planta baja contamos con un living comedor, cocina todo semi-integrado, un dormitorio y baño. En planta alta se describe un dormitorio, un lugar que puede ser estudio o dormitorio y una pequeña terraza en ""L"". Las aberturas son de madera masisa y aluminio, los pisos son en granito y cielorrasos en yeso tradicional. Grifería y accesorio de calidad.<br>La segunda propiedad, departamento interno al cual se accede por la servidumbre de paso norte desarrollado completamente en planta baja. El mismo cuenta con un living comedor, cocina, lavadero, un dormitorio de grandes dimensiones como para cuatro (4) personas y un baño completo. Sus pisos son en granito y cerámicos, grifería y accesorios de calidad. Excelente oportunidad para inversor ya recibe renta de las 8 cocheras, de la casa y del departamento, que en este momento esta todo ocupado.<br>Ver Nota en tareas para Gestores comerciales.",Casa,Venta
THq7JE/qjJDrNI5wV2tzww==,Propiedad,01/12/2019,31/12/9999,01/12/2019,-31648113,-60693937,Argentina,Santa Fe,Santa Fe,,,,,,,34,34,2927087,ARS,,LOCALES A LA VERA DEL RÍO PUERTO SANTA FE VENDE,"Corredor Responsable: Marcos Provvidenti - CCI SANTA FE MAT N 0198Contacto: Iván Kiryluk - MLS ID # 420811033-242<br>Marcos Provvidenti CCI Santa Fe Mat: N º0198<br><br>RIO ARRIBA WORK CENTER - PLANTA BAJA LOCAL N° 10 DE 34 M2 TOTALES.<br>Podes armar tu espacio de trabajo a la medida de tus necesidades. <br>Ubicación exclusiva en armonía con la naturaleza.<br>El mejor entorno y accesibilidad<br>Tecnología de punta en conectividad<br>La mejor vista<br>Dos torres de Oficinas con diseño Premium y Ecofriendly. Oficinas Particulares (Piso 1 a 6) - Oficinas Corporativas (Piso 7 a 11) Piso Doce terraza.<br><br>Auditorio -Capacidad para 180 personas<br>-Equipado con sistema de audio y proyección<br>-Flexibilidad para rediseñar el espacio según los requerimientos del evento<br><br>Seguridad de Punta <br>-Sistema de observación con equipo digital de grabación ip<br>-Control de acceso<br>-Vigilancia 24 hs<br>-Aberturas DVH<br>-Sistema de detección de incendios<br><br>COCHERAS:<br>El complejo cuenta con 130 cocheras cubiertas de fácil acceso, circulación confort y privacidad.<br>Inicio de Obra Octubre de 2019<br>CONSULTAR POR FORMA DE PAGO Y FINANCIACIÓN",Local comercial,Venta
rZ+eEg72CIqZpgWpeTl88w==,Propiedad,01/12/2019,10/03/2020,01/12/2019,-31642353,-60711651,Argentina,Santa Fe,Santa Fe,,,,,,,,,15000,USD,,COCHERA EN VENTA EN EDIFICIO LATINO 16,"Corredor Responsable: Marcos Provvidenti - CCI Sta Fe N 0198Contacto: Estefanía Bruno - MLS ID # 420121144-53Cochera en edificio Latino 16, a la cual se accede a través de rampa y portón automático.",Cochera,Venta
a0Bp0Hm5ONZkW65ZJnB8HA==,Propiedad,01/12/2019,03/03/2020,01/12/2019,-31648203,-60706394,Argentina,Santa Fe,Santa Fe,,,,,,,93,93,86000,USD,,Oficinas en Micro centro en Edificio Hermes,"Corredor Responsable: Marcos Provvidenti - CCI Sta Fe N 0198Contacto: Jose Maria Baldasarre - MLS ID # 420121172-19<br><br>Marcos Provvidenti CCI Santa Fe Mat: N º0198<br><br>Las oficinas se encuentran en el 4to piso del edificio Hermes, las mismas están todas agrupadas, por lo que disponen del palier que las une. Cuentan con todas las comodidades para el desarrollo de una empresa, tienen un piso de parket en buen estado de conservación, cada piso del edificio tiene baño de hombres y de mujeres, con servicio de limpieza. Hay vigilancia en el ingreso durante toda la jornada. La torre se encuentra en plena renovación, totalmente modernizada. ",Oficina,Venta
8kRe1Y/R2nKZuLJ1vxH+jQ==,Propiedad,08/07/2020,02/09/2020,08/07/2020,-31581168,-60670872,Argentina,Santa Fe,Santa Fe,,,,,,,67924,,,,Mensual,"VENTA DE 6,5 HECTAREAS Z/ ARISTOBULO DEL VALLE","Corredor Responsable: Maria Gisela Di Pangrazio - CCI Santa Fe N 0425 Contacto: Yamil Roude - MLS ID # 420191130-155Se venden 6,7 hectareas  en callejon Roca entre las Avenidas Aristobulo del Valle y General Paz.<br><br>Posee 309 metros sobre callejon Roca y se encuentra a 740 metros de Aristobulo del Valle hacia el Este.<br><br>Zona de importante crecimiento para el desarrollo de Loteos.<br><br><br><br><br>""Todas las propiedades que figuran en mi perfil se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por él"". <br><br>",Lote,Venta
Mqf1F+muKIZn3V5XtoS53A==,Propiedad,08/07/2020,31/12/9999,08/07/2020,,,Argentina,Santa Fe,Santa Fe,,,,,,,,,,,Mensual,SANTIAGO DEL ESTERO  2600,"Oficina / Consultorio en SANTIAGO DEL ESTERO 2600, Santa Fe, Santa Fe",Oficina,Alquiler
yLERuZn1WNptvWoLz7QpXg==,Propiedad,08/07/2020,24/08/2020,08/07/2020,,,Argentina,Santa Fe,Santa Fe,,,,,1,,,,,,Mensual,SAAVEDRA  2800,"DTO 1 DORMITORIO CON VESTIDOR AMPLIO, BAÑO, ESTAR COMEDOR, COCINA",Departamento,Alquiler
ztBVFY4wvtDQ4Q/ZnQNpsg==,Propiedad,08/07/2020,26/08/2020,08/07/2020,-316097608,-606780769,Argentina,Santa Fe,Santa Fe,,,,4,,2,120,120,,,Mensual,VENTA - Local Comercial sobre Gral Paz,"Inmueble a la venta<br>Local comercial sobre General Paz 6700<br><br>Patio de ingreso en forma de L, comedor cubierto,  cocina sectorizada, 2 baños, patio.<br><br>Terreno al frente  con todos los servicios<br><br>Sup. Terreno: 232 m2<br>Sup. Cubierta: 120 m2 ",Local comercial,Alquiler
H9BrFHX2+XuViXSXRv/Frg==,Propiedad,08/07/2020,08/07/2020,08/07/2020,,,Argentina,Santa Fe,Santa Fe,,,,5,2,1,64,62,0,,Mensual,Departamento - Recoleta,"Departamento de 2 dormitorios en edificio Latino V, 9 de Julio 3321- 3331 – entre calle O. Gelabert y Santiago del Estero.<br><br>Ubicación privilegiada de Barrio Recoleta.<br><br>Cercanias a Boulevard, centros comerciales,  Universidad de Derecho, de Ingeniería Química.<br><br>Buen estado de mantenimiento. Ingreso por Living Comedor amplio con salida a Balcón Norte. Cocina-Lavadero Sectorizada con alacena y bajo mesada, 2 dormitorios con placard y baño.<br><br>ALQUILADO HASTA 2021<br>Listo para escriturar.",Departamento,Venta
cDfEBSkmdpp7Z2cD07qfQQ==,Propiedad,08/07/2020,31/12/9999,08/07/2020,-31635717,-6068308,Argentina,Santa Fe,Santa Fe,,,,6,4,2,398,186,,,Mensual,Casa con gran terreno en Barrio 7 Jefes.,"Corredor Responsable: Caroline Hogner - CCI Sta Fe N 0042Contacto: Cinthia Hadad - MLS ID # 261068-110Propiedad ubicada al frente, mira al Norte, a una cuadra de la Costanera, con un terreno de 8,66 m x 45,36 m de fondo, haciendo una superficie total de 392,60 m2.<br>Consta de jardin delantero, cochera pasante para varios autos, living, cocina, comedor diario, tres dormitorios y dos baños completos. Patio seco y gran  jardín. También, cuenta con una construcción separada y al fondo de la casa.<br><br>",Casa,Venta
RsTohRCeHZ6mT3yafT5BxA==,Propiedad,08/07/2020,27/07/2020,08/07/2020,-327477485,-607341297,Argentina,Santa Fe,Santa Fe,,,,3,2,1,,,11000,ARS,Mensual,Casa - Altos del Valle,"Casa tipo duplex con espacio para auto en la entrada (no cubierto). En planta baja posee livng cocina comedor integrado y patio mediano y en planta alta, dos dormitorios y baño <br>",Casa,Alquiler
06urOQDAje+LIGN6uswdzw==,Propiedad,08/07/2020,20/08/2020,08/07/2020,-316106578,-60697294,Argentina,Santa Fe,Santa Fe,,,,3,2,1,,,19000,ARS,Mensual,Departamento - Santa Fe,"Departamento en edificio con ascensor a dos cuadras de Boulevar. Posee dos dormitorios, estar cocina comedor, balcón lavadero, baño y cochera.  Tiene placares. ",Departamento,Alquiler
GVOzV2d4Fev7Xv86A/h31A==,Propiedad,08/07/2020,26/11/2020,08/07/2020,-315961717,-607151424,Argentina,Santa Fe,Santa Fe,,,,4,2,1,,65,2500000,ARS,Mensual,Departamento - Norte,"Las Flores 2, Monoblock 12 <br>2do piso por escalera<br>Calle 12 de Infanteria y Gaboto<br>Ingreso por Living comedor amplio, cocina sectorizada, lavadero, baño y 2 dormitorios.<br>Listo para escriturar .<br>Todos los servicios.<br>Consultas:<br>76679<br>Alejo Gomez Galvez Mat. 450<br>",Departamento,Venta
E9w2UPkmPv8+azCi3BqJyg==,Propiedad,08/07/2020,08/07/2020,08/07/2020,-316265205,-607103007,Argentina,Santa Fe,Santa Fe,,,,9,3,2,,,36500,ARS,Mensual,Se Alquila amplia Casa,"Hermosa casa en B&deg; Siete Jefes, Compuesta de: PB Living-comedor, escritorio, Cocina-Comedor amplia, 2 dormitorios, lavadero, ba&ntilde;o, garage, patio seco. En PA 1 dormitorios, y ba&ntilde;o. Aumento Semestral 12,5%<br /><br />
 - Comedor\n- Cocina\n- Living comedor\n- Lavadero\n- Escritorio\n- Living\n- Aire acondicionado\n- Agua corriente\n- Desagüe cloacal\n- Gas natural\n- Pavimento\n- Luz\n- Acepta mascotas\n- Agua Potable\n- Cochera fija cubierta\n <br />
 Ref#427044.",PH,Alquiler
aacGyn4JNeaDXJVRbDty4w==,Propiedad,08/07/2020,31/12/9999,08/07/2020,-316080891,-606732617,Argentina,Santa Fe,Santa Fe,,,,,,,,,135000,USD,Mensual,Vendo casa Zona costanera Santa Fe capital,"CODIGO: 8042-101 ubicado en: Antonia Godoy 6994 -  Publicado por: GRUPO CAPITAL. El precio es de USD 135000 null. Casa en esquina  ubicada a metros de la costanera Santafesina y de la universidad Católica en  barrio Guadalupe La misma esta construida  sobre un lote de 11,78 x 23,90 en esquina . Características : living comedor cocina, baño dos dormitorios patio seco con asador y lugar para dos autos , baño y cuarto de guardado. Esta casa se encuentra a refaccionar  cuenta con todos los servicios y tiene parte techo losa. Por calle Espora se ingresa mediante entrada independiente a un departamento con comedor amplio , terraza asador y cocina. Dos dormitorios baño. Todos los servicios.  La casa es ideal para inversión por la ubicación cercana a la universidad  consultas al 06734. Grupo capital mat 081 . . Publicado a través de Mapaprop",Casa,Venta
AerSeertZQzh5uOlKpYL9w==,Propiedad,08/07/2020,13/08/2020,08/07/2020,-3.16293E+11,-60687468554,Argentina,Santa Fe,Santa Fe,,,,3,2,1,80,80,60000,USD,,VENDO DEPARTAMENTO EN CANDIOTI NORTE  IDEAL INVERSION ,"Vendo departamento en Candioti Norte en Pedro Ferre al 1400 que cuenta con hermoso living comedor, cocina independiente, 2 dormitorios con piso de parque y placard incorporado, baño completo, balcon cerrado y patio. Ideal para inversión ya que está alquilado hasta mayo 2022 y cuenta con bajas expensas.Para más información, llámanos al: -08108887475.Para una atención telefónica personalizada comunicarse de 08:00 a 12:30 Hs. y de 14:00 a 20:00 Hs.Lorena Curcho Corredor Inmobiliario Matrícula 0191. Santa Fe. ArgentinaVentas en Argentina, Uruguay, Panamá y Miami. Contacto desde Argentina: 0810 888 7475 / Resto del mundo: +5493425167638Sitio Web: https:// @libertadorrosario",Departamento,Venta
nXpPg4tp6Gwu5mc/KTPrTg==,Propiedad,08/07/2020,13/08/2020,08/07/2020,-316106578,-60697294,Argentina,Santa Fe,Santa Fe,,,,3,2,2,85,85,206000,USD,,VENDO DEPARTAMENTO + COCHERA EN AMARRAS CENTER ,"orientación sureste, Excelente unidad con detalles exclusivos de terminación. Estar comedor, cocina sectorizada con barra, equipada con cava de vinos. Cuenta con 2 baños completos (uno en suite), dos dormitorios, el principal con vestidor, Balcón.El complejo cuenta con 4 SUM de dimensiones variables, gym equipado, 3 piscinas (una climatizada) con solarium, 2 hidromasaje, saunas.Para más información, llámanos al: -08108887475.Para una atención telefónica personalizada comunicarse de 08:00 a 12:30 Hs. y de 14:00 a 20:00 Hs.Lorena Curcho Corredor Inmobiliario Matrícula 0191. Santa Fe. ArgentinaVentas en Argentina, Uruguay, Panamá y Miami. Contacto desde Argentina: 0810 888 7475 / Resto del mundo: +5493425167638Sitio Web: https:// @libertadorrosario",Departamento,Venta
614O1rKzZKf8Cqe6A6vnjQ==,Propiedad,08/07/2020,13/08/2020,08/07/2020,-316413469,-606900338,Argentina,Santa Fe,Santa Fe,,,,3,2,2,90,90,165000,USD,,EXCELENTE Dpto. BARRIO CANDIOTI SUR,"Excelente departamento de 2 dormitorios al frente con balcón en pleno barrio Candioti Sur a 2 cuadras de Boulevard Gálvez.En un edificio bajo de alta calidad constructiva. Posee 2 puertas de ingreso a zonas comunes con cerradura magnética.Está compuesto por los siguientes ambientes: Living comedor amplio, cocina completa con mueble bajo mesada de granito natural con pileta de acero inoxidable y alacena. En el mismo ambiente se integra el lavadero con mesada de granito natural y pileta de acero inoxidable al tono.Posee 2 baños completos.Los dormitorios cuentan con placares completos y piso de parquet.Portero eléctricoAscensorSe acepta casa de mayor valor como forma de pago.La propiedad será exhibida por el Arq. Pigozzi AlejandroPara más información, llámanos al: -08108887475.Para una atención telefónica personalizada comunicarse de 08:00 a 12:30 Hs. y de 14:00 a 20:00 Hs.Lorena Curcho Corredor Inmobiliario Matrícula 0191. Santa Fe. ArgentinaVentas en Argentina, Uruguay, Panamá y Miami. Contacto desde Argentina: 0810 888 7475 / Resto del mundo: +5493425167638Sitio Web: https:// @libertadorrosario",Departamento,Venta
3FzHYDmp77q7JKjFxJWlbw==,Propiedad,08/07/2020,13/08/2020,08/07/2020,-31642141,-60705367,Argentina,Santa Fe,Santa Fe,,,,3,2,2,11111,11111,135000,USD,,"DEPARTAMENTO EN VENTA - excelente ubicacion, centro de santa fe ","Excelente ubicacion a mts de peatonal San Martin . En Hipolito Irigoyen al 2600. cocina-living comedor-lavadero-balcón 2 dormit y 2 baños (1 suite) Aberturas de aluminio y doble vidriado.Instalación de aires acondicionados Split. Griferías y artefactos de baño de buena calidad.Mobiliario de cocina y Placards.2 SUM en terraza y Piscina. Caldera central. Portero y SeguridadPara más información, llámanos al: -08108887475.Para una atención telefónica personalizada comunicarse de 08:00 a 12:30 Hs. y de 14:00 a 20:00 Hs.Lorena Curcho Corredor Inmobiliario Matrícula 0191. Santa Fe. ArgentinaVentas en Argentina, Uruguay, Panamá y Miami. Contacto desde Argentina: 0810 888 7475 / Resto del mundo: +5493425167638Sitio Web: https:// @libertadorrosario",Departamento,Venta
NYSPjjA3CVEEuCK3KI3OZg==,Propiedad,08/07/2020,03/10/2020,08/07/2020,-31620351,-60689635,Argentina,Santa Fe,Santa Fe,,,,3,1,1,72,51,70000,USD,,VENTA DPTO PLANTA BAJA CON COCHERA,"Corredor Responsable: MARCOS PROVVIDENTI - CCI SANTA FE MAT. N° 0198Contacto: Georgina Anziliero - MLS ID # 421321012-8Departamento de un dormitorio al frente, planta baja. Cochera. Ambientes amplios e iluminados. <br>Características del edificio: Bajas expensas. Es un edificio de tres niveles con dos departamentos en cada piso. Su fachada es moderna y cuenta con balcones en uno de sus lados. Orientación este.  Al mismo se ingresa a través de una puerta de hierro negra que detona elegancia con el color claro de la fachada. Entrando al edificio por su palier accedemos al hall de recepción. Entre éste y la cochera, encontramos un pequeño jardín interno, de uso exclusivo. Se optimizó este espacio  construyendo un lugar  que proporciona aire libre y transforma el ingreso del edificio como una extensión natural del departamento.<br>Características del Departamento: alta calidad de construcción, piso cerámico, aberturas y ventanas línea módena, revestimiento interior de paredes, cielorrasos, y muros interiores enduidos en yeso.  <br>La puerta de ingreso maciza  y las puertas placa interiores con marco de aluminio.<br>Cocina  con barra desayunadora. Amoblamientos, mesada y bajomesada, mesada de granito con pileta de acero inoxidable. En la cocina se desarrolla el lavadero. Calefón. <br>Living comedor de muy buen tamaño amplio y luminoso con salida a patio seco.<br>Baño con vanitory, sanitarios, grifería y accesorios.<br>El Dormitorio cuenta con placard y ventilación natural, muy espacioso y luminoso, con diseño moderno de vanguardia<br>Patio jardín interno propio.<br>Portero eléctrico<br>Paileres con piso de cerámico.<br><br>La propiedad está ubicada a media cuadra de la Av. Salvador del Carril a 3 cuadras de la Avenida Gral Paz, una zona muy comercial, supermercados, bares, bancos, despensas, farmacias.Zona de comercios, parques, transporte público.<br>Se acepta permuta por casa en Barrio similar, o más al sur de la ciudad.",Departamento,Venta
Ws1Q3koEl1oR5t9T6mw46Q==,Propiedad,08/07/2020,13/08/2020,08/07/2020,-316407713,-607062544,Argentina,Santa Fe,Santa Fe,,,,3,2,1,62,58,110000,USD,,"Dpto. CÉNTRICO, 2 DORMITORIOS, EXCELENTE UBICACIÓN","Departamento ubicado en exclusiva zona céntrica de la ciudad de Santa Fe, sobre calle San Jerónimo al 3000, a metros de la peatonal de San Martín y de las principales lineas de transporte publico de la ciudad.Está compuesto por los siguientes ambientes: Living comedor, cocina, baño, 2 dormitorios (uno de ellos con piso de parquet) y balcón al frente. El edificio cuenta con zonas comunes como zoom y parrilla.Estacionamiento en edificio negociable por separado.Posibilidad de permuta por departamento o casa ubicada en Bs. As. Capital o Zona Norte.La propiedad será exhibida por el Arq. Pigozzi AlejandroPara más información, llámanos al: -08108887475.Para una atención telefónica personalizada comunicarse de 08:00 a 12:30 Hs. y de 14:00 a 20:00 Hs.Lorena Curcho Corredor Inmobiliario Matrícula 0191. Santa Fe. ArgentinaVentas en Argentina, Uruguay, Panamá y Miami. Contacto desde Argentina: 0810 888 7475 / Resto del mundo: +5493425167638Sitio Web: https:// @libertadorrosario",Departamento,Venta
FITBYMl6e1sU4tXPffB/Tg==,Propiedad,08/07/2020,18/09/2020,08/07/2020,-316106578,-60697294,Argentina,Santa Fe,Santa Fe,,,,3,1,1,40,40,60000,USD,Mensual,Departamento - Santa Fe,"Alquiler - Depto 1 Dormitorio<br>9 de julio 2300 - zona centro Santa Fe<br>5to piso contrafrente por ascensor.<br>Ingreso por Living comedor, cocina sectorizada con amoblamiento,amplio  balcón con cerramiento ,lavadero, 1 dormitorio con placard empotrado,  baño.<br>Expensas e impuestos: $2700 aprox.<br>Requisitos:<br>4 recibos de sueldo.<br>Consultas:<br>76679<br>Alejo Gomez Galvez Mat.450<br>",Departamento,Venta
d7DacTjAeXgPHzNczr0jcA==,Propiedad,23/05/2020,15/06/2020,23/05/2020,-31636578,-60697704,Argentina,Santa Fe,Santa Fe,,,,4,2,3,,,32000,ARS,Mensual,Departamento - Santa Fe,"Excelente ubicación!!! Bv. Galvez 2100<br>Alquiler -  Departamento de Categoría-  2 Dormitorios <br>Ingreso por Living comedor con balcón.<br>Cocina con amoblamiento, comedor diario,baño social, 2 Dormitorios con placares empotrados, uno de ellos con baño en suite.Lavadero cubierto, y baño de servicio.<br><br>Expensas e impuestos $6850<br>Posibilidad de cochera opcional $3000.<br>Consultas:<br>76679<br>Alejo Gomez Galvez  Mat. 450",Departamento,Alquiler
Sks6ufXCLKMb+Zi09o6TFQ==,Propiedad,31/01/2020,27/04/2020,31/01/2020,-315998298,-606888377,Argentina,Santa Fe,Santa Fe,,,,,,2,,,16000,ARS,,Alquiler de departamento (Javier de la Rosa 2100),"Dpto en 2do Piso por escalera.  Living - Comedor, Cocina, 3 Dormitorios, 2 Baños y Balcón",Departamento,Alquiler
g/fDffQCEU+hxyeqAjEfDw==,Propiedad,31/01/2020,27/06/2020,31/01/2020,-31618776,-60704698,Argentina,Santa Fe,Santa Fe,,,,,,,220,,10000000,ARS,,Venta desarrollo en construcción - SANTA FE -,"Corredor Responsable: Ivana Batlle Casas - CCI Sante Fe Mat N-0149Contacto: María Sol Bomrad - MLS ID # 420291063-27Venta de desarrollo inmobiliario, con un 46% de avance de construccion sobre el total<br>Emplazado sobre gran terreno, que cuenta con 10m. de frente por 22m, de fondo<br>El proyecto se encuentra aprobado y dispone de 7 departamentos de los cuales 2 de ellos cuentan con dos dormitorios. <br>Los 5 departamentos restantes poseen un dormitorio. <br>Asimismo, se suman 3 cocheras.<br><br><br><br><br>""Todas las propiedades que figuran en mi perfil se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por él"". <br><br> ",Lote,Venta
1fu7tcxB62yN6tHBoqUhfA==,Propiedad,31/01/2020,02/08/2020,31/01/2020,-31589641,-60698872,Argentina,Santa Fe,Santa Fe,,,,7,2,1,279,144,1900000,ARS,,CASA D. FRENCH 3216 SE VENDE,"Corredor Responsable: Marcos Provvidenti - CCI SANTA FE MAT N 0198Contacto: Jorgelina Nuñez - MLS ID # 420811050-16<br>Marcos Provvidenti CCI Santa Fe Mat: N º0198<br><br>Puerta al frente. Al ingresar costeamos la cochera. Luego encontramos un amplio living. Hacia la izquierda accedemos a <br>la habitación principal, con buena iluminación y ventana al frente de la propiedad, seguida otra habitación espaciosa. Continuado al living encontramos la cocina-comedor. Mediante un pasillo accedemos al baño y observamos un espacio que se podría utilizar a modo de cuarto de guardado. Patio amplio, presenta una pequeña pieza de depósito y un asador. Se escuchan ofertas",Casa,Venta
k8JcTz4+D3RiYQiJl9qjLQ==,Propiedad,31/01/2020,27/06/2020,31/01/2020,,,Argentina,Santa Fe,Santa Fe,,,,5,2,1,124,107,38000,USD,,VENTA CASA DOS DORMITORIOS EN BARRIO YAPEYU,"Corredor Responsable: Marcos Provvidenti - CCI SANTA FE MAT N 0198Contacto: Jesús Belotti - MLS ID # 420811059-1<br>Marcos Provvidenti CCI Santa Fe Mat: N º0198<br><br>Se vende casa en barrio yapeyu. <br>La casa se encuentra a 200 metros de Avenida Lopez y Planes, entre calles Iturraspe y Pedro Zenteno. <br>La propiedad esta desarrollada en planta baja en su totalidad, con ingreso desde el frente , por puerta simple y otra que da a un pasillo. Cuenta con un pasillo distribuidor con los dormitorios en un lateral conectados internamente y un baño del lado derecho del corredor. Al final del pasillo a la izquierda se encuentra la cocina y del lado derecho el comedor con una puerta que da al patio. Cuenta con todas las instalaciones. <br>La misma se encuentra ubicada en un terreno de 124 m2 , teniendo una superficie cubierta aproximada de 107 m2 que se encuentra desarrollada totalmente en planta baja.<br><br>",PH,Venta
NwG+Fw8KiMbE96l4x47seA==,Propiedad,31/01/2020,31/12/9999,31/01/2020,-31637969,-60707059,Argentina,Santa Fe,Santa Fe,,,,,,,13,13,,,Mensual,Cocheras cubiertas en venta!!!!,"Corredor Responsable: Caroline Hogner - CCI Sta Fe N 0042Contacto: Mariela Pochettino - MLS ID # 261062-116Cocheras disponibles.<br>Excelente ubicación.<br>Bajas expensas.<br>Zona de transporte publico, comercios, restaurantes.<br>A 400 mts de Peatonal Norte!!!",Cochera,Venta
9311O7Ci09/m7nHO6Bs9Ow==,Propiedad,31/01/2020,31/12/9999,31/01/2020,-31639113,-60708574,Argentina,Santa Fe,Santa Fe,,,,2,1,1,50,50,,,Mensual,Venta dpto de 1 dorm al frente. A estrenar!!!!,"Corredor Responsable: Caroline Hogner - CCI Sta Fe N 0042Contacto: Mariela Pochettino - MLS ID # 261062-131Dpto ubicado en calle Suipacha, entre 1º de Mayo y 4 de Enero.<br>Cuenta con living/comedor, balcón, cocina, baño y dormitorio.<br>Cocina con amoblamiento.<br>Frente de placares y piso flotantes.<br>Disponibilidad en pisos 2  y 9.<br>Posibilidad de cocheras.<br>Posibilidad de financiación.<br>Excelente ubicación. A 400 mts de la Peatonal norte, zona transporte publico, supermercados, comercios.<br>Todos los servicios!!",Departamento,Venta
Jkt3iIdDLRcT4PWk2h8QGA==,Propiedad,31/01/2020,30/12/2020,31/01/2020,-31626838,-60698983,Argentina,Santa Fe,Santa Fe,,,,3,2,1,63,49,,,Mensual,INTERNO A LA VENTA DE DOS DOR. EN PEDRO FERRE 2400,"Corredor Responsable: Lorena De Luca - CCI Santa Fe N° 0360Contacto: María Eugenia Poletti - MLS ID # 420781011-73Corredor:<br>Lorena De Luca Matricula N°0360<br><br>Todas las propiedades que figuran en mi perfil se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán exclusivas por el.<br><br>Departamento interno en venta en excelente zona, a media cuadra de A. del Valle, sobre calle Pedro Ferré. El inmueble posee living - comedor, cocina separada, dos dormitorios, un baño, patio seco techado y cuarto de guardado.<br>Cuenta con una superficie de 61 m2 totales y 49 m2 cubiertos. No posee gas natural. <br>",Casa,Venta
jSCblBbZiLorsOJBf1la2A==,Propiedad,29/06/2020,13/08/2020,29/06/2020,-31622307,-606780829,Argentina,Santa Fe,Santa Fe,,,,,3,3,160,160,,,Mensual,Vendo casa sobre la costanera,"Vendo importante casa en inmejorable zona de la costanera Santafesina, inmueble de estilo moderno, con gran living comedor, cocina totalmente equipada, 3 baños y 3 dormitorios uno de ellos en suite.Patio, asador y garagePara más información, llámanos al: -08108887475.Para una atención telefónica personalizada comunicarse de 08:00 a 12:30 Hs. y de 14:00 a 20:00 Hs.Lorena Curcho Corredor Inmobiliario Matrícula 0191. Santa Fe. ArgentinaVentas en Argentina, Uruguay, Panamá y Miami. Contacto desde Argentina: 0810 888 7475 / Resto del mundo: +5493425167638Sitio Web: https:// @libertadorrosario",Casa,Venta
eAo68aRswFNY3KunjNQSyA==,Propiedad,29/06/2020,31/12/9999,29/06/2020,,,Argentina,Santa Fe,Santa Fe,,,,,,,,,,,Mensual,BVARD. ZAVALLA 2300,OFICINA CON BAÑO,Oficina,Alquiler
8PCLb8OebwyKKMrfebH2tA==,Propiedad,29/06/2020,22/09/2020,29/06/2020,-316023927,-606759179,Argentina,Santa Fe,Santa Fe,,,,2,1,1,,,9000,ARS,,DORREGO Y J DE LA ROSA," departamento al frente independiente, sin expensas, compuesto de cocina-comedor, ba&ntilde;o completo, un dormitorio y patio con lavadero, todos los servicios. <br /><br />
  <br />
 Ref#517846.",Departamento,Alquiler
KSJjm4XOORXz5Ja7XMnACQ==,Propiedad,29/06/2020,16/07/2020,29/06/2020,-316064328,-606707231,Argentina,Santa Fe,Santa Fe,,,,3,2,1,,,16000,ARS,,ECHAGUE 7250  FRENTE A UNIV CATOLICA,"Amplio departamento primer piso al frente, compuesto por: comedor amplio, cocina, lavadero, dos dormitorios con placares, ba&ntilde;o completo, gran balc&oacute;n, listo para ingresar. alquier mas impuestos y expensas OPCIONAL COCHERA <br /><br />
  <br />
 Ref#465026.",Departamento,Alquiler
